name,std_type,from_bus,to_bus,length_km,r_ohm_per_km,x_ohm_per_km,c_nf_per_km,,g_us_per_km,max_i_ka,kv_from,MVA_sp,df,parallel,type,max_loading_percent,in_service,line_id,wp_max_i_ka,,MVA_wp
 'Liberty St' to      'Marina',,1555,563,2.7,6.27E-02,1.39E-01,1.61E+02,0.16929,0,0.356907439,110,67.99999997,1,1,,110,TRUE,449,0.524863881,342,100
    'Lenalea' to  'Tievebrack',,1556,1451,33.13,1.26E-01,4.04E-01,9.01E+00,4.17438,0,0.713814878,110,135.9999999,1,1,,110,TRUE,448,0.834533571,341,159
 'Letterkenny' to     'Lenalea',,1557,1556,12.23,1.27E-01,4.04E-01,9.01E+00,1.55321,0,0.713814878,110,135.9999999,1,1,,110,TRUE,447,0.834533571,340,159
 'Letterkenny' to    'Trillick',,1557,1433,34.05,1.81E-01,4.16E-01,9.17E+00,6.16305,0,0.551107075,110,105,1,1,,110,TRUE,446,0.645582574,339,123
 'Letterkenny' to    'Golagh T',,1557,792,38.4,1.82E-01,4.15E-01,9.34E+00,6.9888,0,0.519615242,110,98.99999995,1,1,,110,TRUE,445,0.635085296,338,121
 'Letterkenny' to     'Lky_cap',,1557,649,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,444,0.645582574,na,123
 'Letterkenny' to     'Lky_SVC',,1557,648,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,443,0.645582574,na,123
 'Letterkenny' to  'mob_cap',,1557,647,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,442,52.48113947,na,9999
 'Derrycarney' to  'Portlaoise',,1558,1495,48.45,7.62E-02,3.93E-01,9.26E+00,3.69189,0,0.934257708,110,177.9999999,1,1,,110,FALSE,441,1.102214151,,210
 'Derrycarney' to    'Dallow T',,1558,907,6.35,7.62E-02,3.94E-01,9.50E+00,0.48387,0,0.934257708,110,177.9999999,1,1,,110,FALSE,440,1.102214151,,210
    'Lisdrum' to    'Shankill',,1559,1472,39.3,1.88E-01,4.16E-01,8.43E+00,7.3884,0,0.519615242,110,98.99999995,1,1,,110,FALSE,439,0.645582574,,123
    'Lisdrum' to      'LouthB',,1559,674,40.4,1.88E-01,4.16E-01,8.43E+00,7.5952,0,0.519615242,110,98.99999995,1,1,,110,TRUE,438,0.645582574,334,123
    'Lisdrum' to  'Lisdrumdoagh',,1559,663,0.25,4.89E-01,0.968,2.95E+02,0.12225,0,0.981495458,110,187.0000001,1,1,,110,TRUE,437,1.170446455,na,223
    'Lisdrum' to    'Lisd_cap',,1559,661,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,436,0.645582574,na,123
 'Coolnabacky' to    'Dunstown',,1560,1663,45,3.23E-02,9.63E-02,1.11E+01,1.4535,0,2.396003617,380,1577,1,1,,110,TRUE,435,2.95360243,333,1944
 'Coolnabacky' to      'MNYPG3',,1560,1528,170,2.80E-02,9.63E-02,1.11E+01,4.76,0,2.396003617,380,1577,1,1,,110,TRUE,434,2.95360243,332,1944
 'Coolnabacky' to  'Coolnabacky_',,1561,1562,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,433,5.243390172,na,999
 'Coolnabacky' to  'Portlaoise',,1561,1495,8.36,7.38E-02,3.78E-01,2.61E+01,0.616968,0,0.934257708,110,177.9999999,1,1,,110,TRUE,432,1.102214151,331,210
   'Limerick' to    'Moneteen',,1563,1533,6.479,9.90E-02,4.58E-01,1.10E+01,0.641421,0,0.934257708,110,177.9999999,1,1,,110,TRUE,431,1.102214151,330,210
   'Limerick' to   'Rathkeale',,1563,1488,28.352,1.76E-01,4.11E-01,1.15E+01,4.989952,0,0.519615242,110,98.99999995,1,1,,110,TRUE,430,0.635085296,329,121
      'Louth' to       'Oriel',,1564,148,14.5,5.67E-02,4.21E-01,8.62E+00,0.82215,0,1.138954622,220,434,1,1,,110,TRUE,429,1.346275855,328,513
     'LouthA' to  'Mullagharlin',,1565,1520,13,1.89E-01,4.16E-01,8.51E+00,2.457,0,0.519615242,110,98.99999995,1,1,,110,TRUE,428,0.635085296,327,121
     'LouthA' to   'Ratrussan',,1565,1479,38.82,7.65E-02,3.93E-01,1.07E+01,2.96973,0,0.934257708,110,177.9999999,1,1,,110,TRUE,427,1.096965512,326,209
     'LouthA' to     'Lou_Cap',,1565,671,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,426,0.645582574,na,123
Louth A to Monvallet,,1565,19,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,425,5.243390172,na,999
  'Lanesboro' to   'Mullingar',,1566,1523,46.27,7.60E-02,3.93E-01,9.26E+00,3.51652,0,0.934257708,110,177.9999999,1,1,,110,FALSE,424,1.102214151,,210
  'Lanesboro' to    'Richmond',,1566,1486,12.549,1.88E-01,4.15E-01,1.07E+01,2.359212,0,0.519615242,110,98.99999995,1,1,,110,TRUE,423,0.645582574,323,123
  'Lanesboro' to    'Richmond' 2,,1566,1485,15.742,1.86E-01,4.11E-01,1.13E+01,2.928012,0,0.519615242,110,98.99999995,1,1,,110,TRUE,422,0.645582574,323,123
  'Lanesboro' to  'Sliabh Bawn',,1566,151,9.105,7.60E-02,3.93E-01,9.26E+00,0.69198,0,0.934257708,110,177.9999999,1,1,,110,TRUE,421,1.102214151,322,210
 'Castlebagot' to   'Inchicore',,1568,1605,14.3,5.08E-02,3.08E-01,6.63E+00,0.72644,0,1.997107068,220,761.0000002,1,1,,110,TRUE,420,2.083709608,318,794
 'Castlebagot' to  'Maynooth B',,1568,1540,11.725,7.84E-02,4.75E-01,1.03E+01,0.91924,0,1.997107068,220,761.0000002,1,1,,110,TRUE,419,2.083709608,320,794
 'Castlebagot' to  'Maynooth A',,1568,1538,11.7,6.62E-02,4.14E-01,8.95E+00,0.77454,0,1.997107068,220,761.0000002,1,1,,110,TRUE,418,2.083709608,319,794
 'Castlebagot' to   'INCHICORE' 2,,1568,756,14.325,6.76E-02,4.16E-01,8.95E+00,0.96837,0,1.997107068,220,761.0000002,1,1,,110,TRUE,417,2.083709608,318,794
 'Castlebagot' to  'Kilcarbery',,1569,1592,0.75,1.63E-01,3.23E-01,2.91E+02,0.12225,0,0.981495458,110,187.0000001,1,1,,110,TRUE,416,1.170446455,na,223
 'Castlebagot' to     'Kishoge',,1569,1588,1.9,6.43E-02,1.34E-01,2.91E+02,0.12217,0,0.981495458,110,187.0000001,1,1,,110,TRUE,415,1.170446455,317,223
       'KILP' to      'MNYPG1',,1570,1532,6,2.43E-01,4.81E-01,201.6670678,1.458,0,1.838404805,380,1210,1,1,,110,TRUE,414,1.838404805,316,1210
 'Kilpaddoge' to  'Knockanure',,1571,1598,14.95,1.23E-01,4.03E-01,9.008271529,1.83885,0,1.918377485,220,730.9999999,1,1,,110,TRUE,413,1.999731387,310,762
 'Kilpaddoge' to  'Knockanure' 2,,1571,1598,21.4,6.12E-02,3.29E-01,1.67E+01,1.30968,0,1.918377485,220,730.9999999,1,1,,110,TRUE,412,1.999731387,310,762
 'Kilpaddoge' to      'Mnyp B',,1571,1531,5.4,9.05E-02,1.79E-01,287.6675985,0.4887,0,1.732050808,220,660.0000002,1,1,,110,TRUE,411,1.732050807,313,660
 'Kilpaddoge' to  'Moneypoint',,1571,1529,5.4,9.05E-02,1.79E-01,287.6675985,0.4887,0,1.732050808,220,660.0000002,1,1,,110,TRUE,410,1.732050807,312,660
 'Kilpaddoge' to     'Tarbert' 3,,1571,1455,1.61,1.28E-01,4.21E-01,9.83E+00,0.20608,0,0.918511792,220,350,1,1,,110,TRUE,409,1.144203261,306,436
 'Kilpaddoge' to  'Kilpaddoge',,1571,687,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,408,2.621695086,na,999
 'Kilpaddoge' to  'Knockanure' 110kV,,1572,1600,20,2.44E-02,2.33E-01,3.19E+02,0.488,0,0.713814878,110,135.9999999,1,1,,110,TRUE,407,0.834533571,310,159
 'Kilpaddoge' to  'Coolnanoonag',,1572,1567,0.3,4.07E-01,8.07E-01,2.98E+02,0.1221,0,0.734809434,110,140.0000001,1,1,,110,TRUE,406,0.734809433,na,140
 'Kilpaddoge' to   'Rathkeale',,1572,1488,32.421,1.24E-01,3.98E-01,1.49E+01,4.020204,0,0.713814878,110,135.9999999,1,1,,110,TRUE,405,0.834533571,309,159
 'Kilpaddoge' to     'Tarbert' 2,,1572,1456,2.8,1.75E-01,3.72E-01,6.03E+01,0.49,0,0.519615242,110,98.99999995,1,1,,110,TRUE,404,0.635085296,306,121
 'Kilpaddoge' to      'Tralee',,1572,1439,39.375,1.85E-01,4.16E-01,8.51E+00,7.284375,0,0.519615242,110,98.99999995,1,1,,110,FALSE,403,0.635085296,,121
 'Kilpaddoge' to     'Tarbert' 4,,1572,339,2.8,1.75E-01,3.46E-01,6.57E+01,0.49,0,0.519615242,110,98.99999995,1,1,,110,TRUE,402,0.635085296,306,121
   'Kilmahud' to  'Castlebagot',,1573,1569,0.75,1.63E-01,3.23E-01,2.91E+02,0.12225,0,0.981495458,110,187.0000001,1,1,,110,FALSE,401,1.170446455,,223
    'Kilmore' to     'Newbury',,1574,1516,1.2,1.02E-01,2.02E-01,4.36E+02,0.1224,0,0.624588018,110,118.9999999,1,1,,110,TRUE,400,0.624588019,305,119
    'Kilmore' to  'Poppintree',,1574,1502,6,6.25E-02,1.35E-01,1.60E+02,0.375,0,0.629836657,110,119.9999999,1,1,,110,TRUE,399,0.687571684,304,131
 'Killoteran' to   'Waterford',,1575,1431,3.3,3.70E-02,1.26E-01,3.07E+02,0.1221,0,0.519615242,110,98.99999995,1,1,,110,TRUE,398,0.635085296,303,121
 'Kellystown' to  'Maynooth A',,1578,1538,13.5,1.08E-01,3.80E-01,5.45E+01,1.458,0,1.997107068,220,761.0000002,1,1,,110,TRUE,397,1.957742276,302,746
 'Kellystown' to    'Woodland',,1578,1430,13.8,1.05E-01,3.82E-01,5.35E+01,1.449,0,1.997107068,220,761.0000002,1,1,,110,TRUE,396,1.957742276,301,746
     'Kellis' to    'Kilkenny',,1580,1589,34.3,1.88E-01,4.16E-01,8.43E+00,6.4484,0,0.519615242,110,98.99999995,1,1,,110,FALSE,395,0.635085296,,121
 'Ballynahulla' to      'Cordal',,1582,1753,9.537,2.56E-02,1.39E-01,2.91E+02,0.2441472,0,1.023484568,110,195,1,1,,110,TRUE,394,1.154700538,299,220
 'Ballynahulla' to  'Ballynahulla',,1582,1583,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,393,1.102214151,na,210
 'Ballynahulla' to  'Ballynahulla' 2,,1582,695,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,392,5.243390172,na,999
 'Ballynahulla' to    'Glenlara',,1583,774,19.1,3.50E-02,1.39E-01,2.56E+02,0.6685,0,0.650831213,110,124.0000001,1,1,,110,TRUE,391,0.650831212,298,124
 'Knockumber' to       'Navan',,1584,1512,6.1,1.88E-01,4.17E-01,8.60E+00,1.1468,0,0.519615242,110,98.99999995,1,1,,110,TRUE,390,0.645582574,297,123
 'Knockeragh' to    'Outagh T',,1585,485,22.6,7.60E-02,3.94E-01,9.34E+00,1.7176,0,0.934257708,110,177.9999999,1,1,,110,TRUE,389,1.102214151,296,210
   'Killonan' to   'Knockraha',,1586,1596,82.164,7.66E-02,4.06E-01,8.57E+00,6.2937624,0,1.343651536,220,512.0000002,1,1,,110,FALSE,388,1.480116145,295,564
   'Killonan' to  'Shannonbridg',,1586,1475,89.7,7.75E-02,4.29E-01,8.82E+00,6.95175,0,0.70594192,220,269,1,1,,110,TRUE,387,0.929009069,294,354
   'Killonan' to  'Kilpaddoge',,1586,687,70.567,5.83E-02,4.18E-01,1.06E+01,4.1140561,0,1.138954622,220,434,1,1,,110,TRUE,386,1.346275855,293,513
   'Killonan' to    'Limerick',,1587,1563,9,1.88E-01,4.17E-01,8.51E+00,1.692,0,0.519615242,110,98.99999995,1,1,,110,TRUE,385,0.635085296,292,121
   'Killonan' to   'Cureeny T',,1587,1552,14.77,8.93E-02,3.97E-01,9.26E+00,1.318961,0,0.713814878,110,135.9999999,1,1,,110,TRUE,384,0.834533571,291,159
   'Killonan' to    'Singland',,1587,1461,4.05,7.77E-02,3.91E-01,1.69E+01,0.314685,0,0.934257708,110,177.9999999,1,1,,110,TRUE,383,1.096965512,290,209
   'Killonan' to   'Killonan2',,1587,707,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,382,5.243390172,na,999
   'Kilkenny' to     'KKY_cap',,1589,710,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,381,0.645582574,na,123
    'Reamore' to      'Tralee',,1590,1439,11.992,5.36E-02,3.00E-02,2.41E+02,0.6427712,0,0.656079851,110,124.9999999,1,1,,110,TRUE,380,0.740058073,289,141
    'Kilteel' to  'Maynooth A',,1591,1541,21.405,1.26E-01,4.05E-01,9.01E+00,2.69703,0,0.519615242,110,98.99999995,1,1,,110,TRUE,379,0.635085296,288,121
    'Kilteel' to     'Monread',,1591,1518,8.878,1.27E-01,4.05E-01,9.17E+00,1.127506,0,0.713814878,110,135.9999999,1,1,,110,TRUE,378,0.834533571,287,159
    'Kilteel' to  'Kilteel_cap',,1591,728,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,377,0.645582574,na,123
   'Kilbarry' to   'Knockraha',,1593,1597,11.9,7.63E-02,3.94E-01,9.26E+00,0.90797,0,0.934257708,110,177.9999999,1,1,,110,TRUE,376,1.102214151,286,210
   'Kilbarry' to      'Marina',,1593,1526,4.646,1.22E-01,4.01E-01,2.21E+01,0.566812,0,0.540609798,110,103.0000001,1,1,,110,TRUE,375,0.682323045,285,130
  'Knockraha' to    'Midleton',,1594,1543,10.7,1.89E-01,4.16E-01,8.60E+00,2.0223,0,0.519615242,110,98.99999995,1,1,,110,FALSE,374,0.635085296,,121
  'Knockraha' to   'Woodhouse',,1594,1423,41.456,7.62E-02,3.93E-01,9.26E+00,3.1589472,0,0.934257708,110,177.9999999,1,1,,110,FALSE,373,1.102214151,,210
Knockraha to Lysaghtstown,,1594,29,7.83,1.85E-01,4.17E-01,1.35E+01,1.44855,0,0.551107075,110,105,1,1,,110,TRUE,372,0.645582574,282,123
  'Knockraha' to     'Raffeen',,1595,1483,19.25,5.78E-02,4.20E-01,8.78E+00,1.11265,0,0.92638475,220,353,1,1,,110,TRUE,371,1.19144101,281,454
  'Knockraha' to   'Knockraha',,1596,1595,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,370,2.621695086,na,999
  'Knockraha' to  'Monatooreen',,1597,1602,2.8,7.35E-02,8.64E-02,3.21E+02,0.2058,0,0.650831213,110,124.0000001,1,1,,110,TRUE,369,0.650831212,280,124
  'Knockraha' to   'Knockraha' 2,,1597,1594,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,368,5.243390172,na,999
  'Knockraha' to    'Barrym T',,1597,1224,19.452,7.60E-02,3.93E-01,9.26E+00,1.478352,0,0.934257708,110,177.9999999,1,1,,110,TRUE,367,1.102214151,279,210
Monatoreen to Monatoreen,,1597,21,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,366,5.243390172,na,999
 'Knockanure' to  'Ballynahulla',,1598,1581,37.7985,5.79E-02,4.17E-01,1.06E+01,2.18853315,0,1.94199636,220,740,1,1,,110,TRUE,365,2.078460969,278,792
 'Knockanure' to  'Knockanure',,1598,743,0.001,5,10,3.18E+04,0.005,0,1.997107068,220,761.0000002,1,1,,110,TRUE,364,2.083709608,na,794
 'Knockanure' to  'Knockanure' 2,,1599,1600,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,363,5.243390172,na,999
 'Knockanure' to  'Knockanure B',,1599,744,0.001,5,10,3.18E+04,0.005,0,8.277103405,110,1577,1,1,,110,TRUE,362,9.79920866,na,1867
 'Knockanure' to       'Trien',,1599,301,4.209,1.01E-01,3.83E-01,2.19E+01,0.425109,0,0.934257708,110,177.9999999,1,1,,110,TRUE,361,1.096965512,276,209
 'Knockanure' to       'Trien' 2,,1600,1442,4.298,7.45E-02,3.69E-01,3.25E+01,0.320201,0,0.519615242,110,98.99999995,1,1,,110,TRUE,360,0.635085296,276,121
  'Irishtown' to  'Shellybanks',,1601,1459,1.31,3.73E-01,7.39E-01,1.80E+02,0.48863,0,1.438127034,220,547.9999999,1,1,,110,TRUE,359,1.556221408,275,593
    'Ikerrin' to    'Ikerin T',,1603,752,0.15,8.15E-01,1.61E+00,1.75E+01,0.12225,0,0.419891105,110,80.00000003,1,1,,110,TRUE,358,0.624588018,na,119
 'Inch_Country' to  'YellowMeadow',,1604,1435,3.18,3.84E-02,1.33E-01,2.89E+02,0.122112,0,0.981495458,110,187.0000001,1,1,,110,TRUE,357,1.170446455,274,223
  'Inchicore' to   'Irishtown',,1605,1601,12.06,4.05E-02,1.89E-01,1.80E+02,0.48843,0,1.474867506,220,562.0000001,1,1,,110,TRUE,356,1.663818503,273,634
  'Inch_City' to  'Inch_Country',,1606,1604,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,355,52.48113947,na,9999
  'Inch_City' to    'Milltown',,1606,1536,8.4,6.34E-02,1.35E-01,1.60E+02,0.53256,0,0.629836657,110,119.9999999,1,1,,110,TRUE,354,0.687571684,272,131
  'Iniscarra' to     'Macroom',,1607,1535,18.162,1.82E-01,4.16E-01,8.76E+00,3.305484,0,1.028733207,110,196,1,1,,110,TRUE,353,1.138954622,271,217
 'Heuston Squa' to   'Inch_City',,1610,1606,3.6,8.74E-02,1.82E-01,2.64E+02,0.31464,0,0.734809434,110,140.0000001,1,1,,110,TRUE,352,0.734809433,270,140
 'Harolds Cros' to    'Ringsend',,1611,1489,5.63,9.67E-02,2.11E-01,3.40E+02,0.544421,0,0.561604353,110,107,1,1,,110,TRUE,351,0.561604353,269,107
 'Harristown' to    'Kinnegad',,1612,1577,5.825,1.25E-01,4.01E-01,1.54E+01,0.728125,0,0.713814878,110,135.9999999,1,1,,110,TRUE,350,0.834533571,268,159
 'Harristown' to    'Dunfir_T',,1612,878,9.414,8.23E-02,3.95E-01,9.50E+00,0.7747722,0,0.545858436,110,103.9999999,1,1,,110,FALSE,349,0.640333935,,122
   'Glenlara' to    'Glenlara',,1613,774,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,348,1.102214151,na,210
    'Clogher' to     'Clogher' 2,,1614,1615,0.001,5,10,3.18E+04,0.005,0,8.277103405,110,1577,1,1,,110,TRUE,347,9.79920866,na,1867
    'Clogher' to    'Golagh T',,1614,792,0.25,4.89E-01,0.968,7.36E+01,0.12225,0,0.981495458,110,187.0000001,1,1,,110,TRUE,346,1.138954622,na,217
    'Clogher' to    'Mulreavy',,1615,1517,7.687,3.19E-02,1.42E-01,3.07E+02,0.2452153,0,0.713814878,110,135.9999999,1,1,,110,TRUE,345,0.713814879,266,136
    'Clogher' to     'Clogher' 3,,1615,776,0.001,5,10,3.18E+04,0.005,0,5.243390172,110,999,1,1,,110,TRUE,344,5.243390172,na,999
 'Grange Castl' to  'Inch_Country' 2,,1616,1604,8.1,1.18E-01,3.67E-01,2.96E+01,0.9558,0,0.540609798,110,103.0000001,1,1,,110,TRUE,343,0.703317601,264,134
 'Grange Castl' to  'Inch_Country',,1616,1604,8.1,1.18E-01,3.67E-01,2.96E+01,0.9558,0,0.540609798,110,103.0000001,1,1,,110,TRUE,342,0.703317601,264,134
 'Grange Castl' to      'Nangor',,1616,1509,1.74,7.02E-02,1.39E-01,1.60E+02,0.122148,0,0.629836657,110,119.9999999,1,1,,110,TRUE,341,0.687571684,262,131
 'Grange Castl' to      'Nangor' 2,,1616,1509,1.82,6.71E-02,1.40E-01,1.60E+02,0.122122,0,0.629836657,110,119.9999999,1,1,,110,TRUE,340,0.687571684,262,131
 'Grange Castl' to  'YellowMeadow',,1616,1435,5.09,2.85E-02,1.33E-01,2.89E+02,0.145065,0,0.981495458,110,187.0000001,1,1,,110,TRUE,339,1.170446455,261,223
 'Grange Castl' to    'Grfrat T',,1616,824,8.87,1.23E-01,3.90E-01,1.72E+01,1.09101,0,0.540609798,110,103.0000001,1,1,,110,FALSE,338,0.687571684,,131
   'Glanagow' to     'Raffeen',,1617,1483,9.5,5.15E-02,2.49E-01,286.5105725,0.48925,0,1.495862061,220,570,1,1,,110,TRUE,337,1.495862061,259,570
     'Gorman' to       'Louth',,1618,1564,32.409,5.67E-02,4.20E-01,8.60E+00,1.8375903,0,1.138954622,220,434,1,1,,110,TRUE,336,1.249176037,258,476
     'Gorman' to  'Maynooth B',,1618,1540,42.189,5.62E-02,4.20E-01,8.60E+00,2.3710218,0,0.918511792,220,350,1,1,,110,FALSE,335,1.144203261,,436
 'Francis St' to  'Bedford Row' 2,,1619,10,1.4,5.51E-02,8.20E-02,640.5821819,0.07714,0,52.48113947,110,9999,1,1,,110,TRUE,334,52.48113947,256,9999
     'Gorman' to  'Garballagh',,1619,1631,14.125,7.65E-02,3.93E-01,1.07E+01,1.0805625,0,0.934257708,110,177.9999999,1,1,,110,TRUE,333,1.102214151,255,210
     'Gorman' to  'Meath Hill',,1619,1542,26.387,1.21E-01,3.99E-01,1.22E+01,3.192827,0,0.519615242,110,98.99999995,1,1,,110,FALSE,332,0.635085296,,121
     'Gorman' to       'Navan' 3,,1619,1512,6.297,1.71E-01,4.17E-01,8.76E+00,1.076787,0,0.519615242,110,98.99999995,1,1,,110,TRUE,331,0.635085296,251,121
     'Gorman' to       'Navan',,1619,1512,5.33,1.79E-01,4.25E-01,8.84E+00,0.95407,0,0.519615242,110,98.99999995,1,1,,110,TRUE,330,0.635085296,251,121
     'Gorman' to       'Navan' 2,,1619,1512,5.482,1.19E-01,3.76E-01,3.36E+01,0.652358,0,0.519615242,110,98.99999995,1,1,,110,TRUE,329,0.635085296,251,121
     'Gorman' to  'Gorman ESS',,1619,784,0.5,2.44E-01,0.484,2.95E+02,0.122,0,0.981495458,110,187.0000001,1,1,,110,TRUE,328,1.170446455,na,223
   'Gortawee' to     'Gwe_cap',,1620,787,0.001,5,10,3.18E+04,0.005,0,0.551107075,110,105,1,1,,110,TRUE,327,0.645582574,na,123
     'Golagh' to    'Golagh T',,1621,792,3.9,1.89E-01,4.19E-01,8.76E+00,0.7371,0,0.551107075,110,105,1,1,,110,TRUE,326,0.645582574,250,123
Gallanstown to Harlockstown,,1622,6,0.001,122.21,242,0,0.12221,0,52.48113947,110,9999,1,1,,110,TRUE,325,52.48113947,na,9999
     'Galway' to  'Knockranny A',,1623,1675,25.53,2.39E-02,1.47E-01,1.42E+02,0.610167,0,0.939506347,110,179,1,1,,110,TRUE,324,0.97099818,249,185
     'Galway' to    'Salthill',,1623,1473,6.12,5.09E-02,5.33E-02,2.90E+02,0.311508,0,0.519615242,110,98.99999995,1,1,,110,TRUE,323,0.556355714,248,106
     'Garrow' to  'Ballyvouskil',,1624,1761,4.91,5.16E-02,6.09E-02,2.90E+02,0.253356,0,1.023484568,110,195,1,1,,110,TRUE,322,1.154700538,247,220
     'Grange' to     'Newbury',,1625,1516,5.05,4.79E-02,1.10E-01,4.62E+02,0.241895,0,0.624588018,110,118.9999999,1,1,,110,TRUE,321,0.624588019,246,119
 'Great Island' to      'Kellis',,1626,1579,70.433,5.64E-02,4.19E-01,9.63E+00,3.9724212,0,1.138954622,220,434,1,1,,110,FALSE,320,1.228181482,245,468
 'Great Island' to   'Lodgewood',,1626,1550,48.079,5.64E-02,4.19E-01,9.63E+00,2.7116556,0,1.138954622,220,434,1,1,,110,FALSE,319,1.346275855,244,513
 'Great Island' to   'Greenlink',,1626,1548,0.4,1.22E+00,2.42,1.81E+02,0.488,0,1.556221407,220,592.9999998,1,1,,110,TRUE,318,1.556221408,na,593
 'Great Island' to    'Kilkenny',,1627,1589,49.2,7.60E-02,3.93E-01,9.34E+00,3.7392,0,0.934257708,110,177.9999999,1,1,,110,FALSE,317,1.102214151,,210
 'Great Island' to   'Waterford' 3,,1627,1431,12.901,7.69E-02,3.94E-01,9.34E+00,0.9920869,0,0.934257708,110,177.9999999,1,1,,110,TRUE,316,1.102214151,240,210
 'Great Island' to   'Waterford' 2,,1627,1431,12.92,7.68E-02,3.93E-01,9.34E+00,0.992256,0,0.934257708,110,177.9999999,1,1,,110,TRUE,315,1.102214151,240,210
 'Great Island' to   'Waterford',,1627,1431,11.7,7.65E-02,3.94E-01,9.42E+00,0.89505,0,0.934257708,110,177.9999999,1,1,,110,TRUE,314,1.102214151,240,210
 'Griffinrath' to    'Grfrat T',,1629,824,1,1.94E-01,4.24E-01,1.05E+01,0.194,0,0.551107075,110,105,1,1,,110,TRUE,313,0.645582574,na,123
   'Glasmore' to  'Stephenstown',,1630,1467,18,1.16E-01,3.71E-01,7.55E+01,2.088,0,0.713814878,110,135.9999999,1,1,,110,TRUE,312,0.808290377,239,154
Garballagh to Deenes,,1631,1734,2,7.60E-02,3.93E-01,1.10E+01,0.152,0,0.934257708,110,177.9999999,1,1,,110,FALSE,311,1.102214151,,210
     'Gorman' to Gorman Solar HV,,1631,8,0.001,5,10,3.18E+04,0.005,0,52.48113947,110,9999,1,1,,110,TRUE,310,52.48113947,na,9999
 'Garballagh' to      'Platin',,1631,1493,6.05,7.65E-02,3.93E-01,1.07E+01,0.462825,0,0.934257708,110,177.9999999,1,1,,110,TRUE,309,1.102214151,237,210
    'Garvagh' to        'Glen',,1633,1634,0.1,10,20,3.16E+02,1,0,0.734809434,110,140.0000001,1,1,,110,TRUE,308,0.734809433,na,140
   'Firlough' to         'Moy',,1635,1521,15.87,7.60E-02,3.93E-01,9.26E+00,1.20612,0,0.934257708,110,177.9999999,1,1,,110,TRUE,307,1.096965512,236,209
   'Firlough' to     'Glenree',,1635,1505,5.701,7.60E-02,3.93E-01,9.26E+00,0.433276,0,0.934257708,110,177.9999999,1,1,,110,TRUE,306,1.096965512,235,209
 'Finglas B5' to    'Macetown',,1637,1545,8.37,1.17E-01,3.79E-01,3.99E+01,0.97929,0,0.650831213,110,124.0000001,1,1,,110,TRUE,305,0.650831212,234,124
  'Fin_rural' to    'Glasmore',,1638,1630,14.02,1.88E-01,4.16E-01,8.84E+00,2.63576,0,0.551107075,110,105,1,1,,110,TRUE,304,0.645582574,233,123
  'Fin_rural' to      'Grange',,1638,1625,13.2,4.58E-02,1.05E-01,4.70E+02,0.60456,0,0.624588018,110,118.9999999,1,1,,110,TRUE,303,0.624588019,232,119
  'Fin_rural' to  'Poppintree',,1638,1502,4.3,6.47E-02,1.35E-01,1.60E+02,0.27821,0,0.629836657,110,119.9999999,1,1,,110,TRUE,302,0.687571684,231,131
  'Fin_rural' to  'Stephenstown',,1638,1467,32.22,1.48E-01,3.91E-01,4.60E+01,4.76856,0,0.551107075,110,105,1,1,,110,TRUE,301,0.603593463,230,115
  'Fin_rural' to   'Fin_spare',,1638,855,0.001,5,10,3.18E+04,0.005,0,0.934257708,110,177.9999999,1,1,,110,TRUE,300,1.102214151,na,210
 'Finglas220b' to  'North Wall',,1639,1511,11.85,4.12E-02,1.46E-01,371.9775868,0.48822,0,0.871274043,220,332.0000002,1,1,,110,TRUE,299,0.871274042,229,332
    'Finglas' to  'Finglas220b',,1640,1639,0.001,5,10,3.18E+04,0.005,0,2.621695086,220,999,1,1,,110,TRUE,298,2.621695086,na,999
